
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;storebrand emerging markets plus a;storebrand europa a;storebrand frn företagsobligation a;storebrand global all countries a;storebrand global företagsobligation a;storebrand global indeks a4;storebrand global low volatility a;storebrand global multifactor a;storebrand global plus a;storebrand global solutions a;storebrand grön obligation a;storebrand japan a;storebrand kortränta a;storebrand obligation a;storebrand sverige a;storebrand sverige plus a;storebrand usa a;
2024-01-25;-0,046;-0,058;-0,028;-0,007;-0,019;;-0,030;-0,013;0,001;-0,018;-0,027;-0,014;-0,020;-0,022;-0,045;-0,045;-0,023;
2024-01-26;;;;;;;;;;;;;;;;;;
2024-01-29;-0,045;-0,053;-0,028;-0,003;-0,018;;-0,027;-0,010;0,005;-0,014;-0,027;-0,014;-0,020;-0,021;-0,043;-0,043;-0,019;
2024-01-30;-0,050;-0,052;-0,028;-0,005;-0,019;;-0,027;-0,011;0,003;-0,017;-0,027;-0,016;-0,020;-0,022;-0,043;-0,042;-0,020;
2024-01-31;-0,056;-0,056;-0,027;-0,014;-0,017;;-0,034;-0,019;-0,005;-0,025;-0,026;-0,011;-0,020;-0,020;-0,043;-0,043;-0,032;
2024-02-01;-0,049;-0,055;-0,027;-0,006;-0,016;;-0,026;-0,011;0,002;-0,016;-0,026;-0,010;-0,020;-0,019;-0,043;-0,042;-0,022;
2024-02-02;-0,045;-0,054;-0,027;-0,002;-0,019;;-0,025;-0,010;0,006;-0,015;-0,026;-0,013;-0,020;-0,020;-0,042;-0,042;-0,016;
2024-02-05;;;;;;;;;;;;;;;;;;
2024-02-06;-0,037;-0,051;-0,027;0,001;-0,019;;-0,024;-0,010;0,008;-0,016;-0,027;-0,009;-0,020;-0,022;-0,043;-0,043;-0,014;
2024-02-07;-0,039;-0,054;-0,027;0,000;-0,019;;-0,029;-0,012;0,008;-0,010;-0,027;-0,011;-0,020;-0,022;-0,043;-0,042;-0,014;
2024-02-08;-0,040;-0,054;-0,027;0,001;-0,020;;-0,029;-0,010;0,009;-0,007;-0,028;-0,010;-0,020;-0,023;-0,042;-0,041;-0,012;
2024-02-09;-0,043;-0,055;-0,027;0,001;-0,021;;-0,029;-0,011;0,009;-0,005;-0,028;-0,012;-0,019;-0,024;-0,044;-0,043;-0,011;
2024-02-12;;-0,055;-0,026;-0,000;-0,020;;-0,030;-0,010;0,008;-0,004;-0,028;;-0,019;-0,024;-0,041;-0,039;-0,013;
2024-02-13;;-0,055;-0,026;0,001;-0,022;;-0,026;-0,011;0,009;-0,007;-0,029;-0,001;-0,019;-0,025;-0,044;-0,043;-0,013;
2024-02-14;-0,038;-0,054;-0,026;0,002;-0,021;;-0,025;-0,009;0,010;-0,002;-0,028;-0,007;-0,019;-0,024;-0,042;-0,041;-0,010;
2024-02-15;-0,038;-0,052;-0,026;0,002;-0,021;;-0,026;-0,009;0,010;-0,000;-0,028;-0,007;-0,019;-0,024;-0,037;-0,036;-0,011;
2024-02-16;-0,034;-0,049;-0,026;0,002;-0,021;;-0,026;-0,010;0,009;-0,000;-0,029;-0,003;-0,019;-0,024;-0,033;-0,033;-0,013;
2024-02-19;-0,035;-0,050;-0,026;;;;;;;;-0,029;-0,003;-0,019;-0,025;-0,033;-0,033;;
2024-02-20;-0,037;-0,050;-0,026;-0,003;-0,020;;-0,029;-0,014;0,003;-0,008;-0,028;-0,006;-0,019;-0,024;-0,034;-0,034;-0,021;
2024-02-21;-0,035;-0,051;-0,025;-0,003;-0,021;;-0,027;-0,013;0,004;-0,014;-0,028;-0,007;-0,019;-0,024;-0,035;-0,034;-0,020;
2024-02-22;-0,032;-0,049;-0,025;0,003;-0,021;;-0,026;-0,010;0,009;-0,013;-0,028;-0,003;-0,019;-0,025;-0,032;-0,031;-0,012;
2024-02-23;-0,033;-0,047;-0,025;0,003;-0,020;;-0,025;-0,009;0,009;-0,015;-0,028;;-0,019;-0,024;-0,030;-0,030;-0,013;
2024-02-26;;;;;;;;;;;;;;;;;;
2024-02-27;-0,034;-0,048;-0,025;0,002;-0,021;;-0,028;-0,009;0,008;-0,012;-0,029;-0,001;-0,018;-0,025;-0,029;-0,029;-0,014;
2024-02-28;-0,035;-0,048;-0,025;0,002;-0,021;;-0,027;-0,008;0,009;-0,011;-0,029;-0,001;-0,018;-0,025;-0,029;-0,029;-0,013;
2024-02-29;-0,034;-0,048;-0,025;0,004;-0,021;;-0,027;-0,006;0,011;-0,006;-0,028;0,003;-0,018;-0,025;-0,028;-0,027;-0,011;
2024-03-01;-0,034;-0,046;-0,024;0,006;-0,020;;-0,026;-0,002;0,013;-0,004;-0,028;0,006;-0,018;-0,024;-0,024;-0,024;-0,009;
2024-03-04;-0,029;-0,043;-0,024;0,008;-0,020;;-0,024;-0,000;0,014;-0,003;-0,027;0,007;-0,018;-0,023;-0,026;-0,026;-0,007;
2024-03-05;;;;;;;;;;;;;;;;;;
2024-03-06;-0,032;-0,044;-0,024;0,005;-0,019;;-0,026;-0,002;0,012;-0,004;-0,026;0,011;-0,018;-0,021;-0,026;-0,026;-0,012;
2024-03-07;-0,033;-0,040;-0,024;0,007;-0,018;;-0,026;0,001;0,014;-0,001;-0,026;0,009;-0,018;-0,021;-0,023;-0,024;-0,010;
2024-03-08;-0,032;-0,041;-0,024;0,004;-0,017;;-0,028;-0,002;0,011;-0,002;-0,025;0,012;-0,018;-0,019;-0,019;-0,019;-0,015;
2024-03-11;-0,028;-0,041;-0,023;0,005;-0,018;;-0,024;-0,001;0,011;-0,001;-0,025;0,005;-0,018;-0,019;-0,021;-0,021;-0,013;
2024-03-12;-0,024;-0,037;-0,023;0,008;-0,018;;-0,023;0,001;0,015;0,001;-0,025;0,000;-0,018;-0,019;-0,014;-0,015;-0,008;
2024-03-13;-0,025;-0,036;-0,023;0,008;-0,018;;-0,024;0,000;0,014;0,001;-0,025;-0,001;-0,018;-0,020;-0,013;-0,014;-0,009;
2024-03-14;-0,020;-0,035;-0,023;0,011;-0,019;;-0,022;0,001;0,017;0,001;-0,026;0,003;-0,017;-0,021;-0,014;-0,014;-0,007;
2024-03-15;-0,025;-0,035;-0,023;0,009;-0,020;;-0,021;0,001;0,015;-0,001;-0,026;0,002;-0,017;-0,022;-0,012;-0,013;-0,008;
2024-03-18;-0,021;-0,034;-0,022;0,014;-0,020;;-0,018;0,004;0,020;0,003;-0,026;0,014;-0,017;-0,022;-0,017;-0,017;-0,003;
2024-03-19;-0,024;-0,034;-0,022;0,015;-0,019;;-0,016;0,006;0,022;0,005;-0,026;0,015;-0,017;-0,022;-0,015;-0,014;-0,000;
2024-03-20;-0,021;-0,032;-0,022;0,020;-0,019;;-0,014;0,011;0,027;0,010;-0,026;;-0,017;-0,022;-0,014;-0,013;0,006;
2024-03-21;-0,014;-0,028;-0,022;0,022;-0,018;;-0,012;0,015;0,029;0,013;-0,025;0,021;-0,017;-0,021;-0,005;-0,005;0,007;
2024-03-22;-0,015;-0,026;-0,022;0,025;-0,017;;-0,010;0,017;0,032;0,016;-0,025;0,028;-0,017;-0,020;-0,004;-0,004;0,010;
2024-03-25;;;;;;;;;;;;;;;;;;
2024-03-26;-0,013;-0,024;-0,022;0,024;-0,018;;-0,009;0,017;0,031;0,015;-0,025;0,023;-0,017;-0,021;-0,003;-0,002;0,008;
2024-03-27;-0,014;-0,022;-0,022;0,028;-0,017;;-0,003;0,023;0,035;0,020;-0,024;0,028;-0,017;-0,020;-0,003;-0,001;0,013;
2024-03-28;-0,009;-0,018;-0,022;0,031;-0,017;;0,000;0,026;0,038;0,023;-0,025;0,027;-0,017;-0,020;-0,006;-0,004;0,017;
2024-04-02;-0,005;-0,023;-0,021;0,028;-0,018;;-0,004;0,021;0,034;0,014;-0,025;0,022;-0,016;-0,022;-0,007;-0,006;0,013;
2024-04-03;-0,011;-0,023;-0,021;0,026;-0,018;;-0,007;0,021;0,032;0,013;-0,025;0,016;-0,016;-0,022;-0,007;-0,005;0,011;
2024-04-04;-0,012;-0,023;-0,021;0,020;-0,017;;-0,013;0,015;0,026;0,008;-0,025;0,017;-0,016;-0,022;-0,005;-0,004;0,002;
2024-04-05;-0,009;-0,025;-0,021;0,025;-0,018;;-0,010;0,019;0,031;0,010;-0,025;0,015;-0,016;-0,022;-0,009;-0,007;0,010;
2024-04-08;-0,011;-0,026;-0,021;0,022;-0,019;;-0,013;0,016;0,028;0,008;-0,026;0,015;-0,016;-0,024;-0,005;-0,004;0,006;
2024-04-09;-0,008;-0,028;-0,021;0,023;-0,018;;-0,012;0,017;0,028;0,011;-0,025;0,019;-0,016;-0,022;-0,007;-0,006;0,007;
2024-04-10;-0,002;-0,026;-0,020;0,025;-0,020;;-0,011;0,016;0,030;0,012;-0,026;0,020;-0,016;-0,023;-0,008;-0,007;0,008;
2024-04-11;0,000;-0,026;-0,020;0,029;-0,021;;-0,009;0,019;0,034;0,015;-0,026;0,021;-0,016;-0,024;-0,011;-0,010;0,014;
2024-04-12;-0,001;-0,024;-0,020;0,029;-0,019;;-0,008;0,018;0,034;0,014;-0,024;0,030;-0,016;-0,020;-0,011;-0,010;0,012;
2024-04-15;-0,006;-0,024;-0,020;0,024;-0,021;;-0,010;0,014;0,029;0,008;-0,025;0,023;-0,016;-0,023;-0,009;-0,008;0,006;
2024-04-16;-0,014;-0,028;-0,020;0,023;-0,022;;-0,010;0,013;0,028;0,004;-0,026;0,016;-0,016;-0,024;-0,015;-0,015;0,007;
2024-04-17;-0,009;-0,026;-0,020;0,023;-0,021;;-0,009;0,013;0,028;0,004;-0,026;0,012;-0,016;-0,023;-0,013;-0,013;0,007;
2024-04-18;-0,009;-0,025;-0,020;0,022;-0,022;;-0,009;0,012;0,027;0,004;-0,026;0,012;-0,016;-0,023;-0,012;-0,013;0,004;
2024-04-22;;;;;;;;;;;;;;;;;;
2024-04-23;;;;;;;;;;;;;;;;;;
2024-04-24;-0,005;-0,021;-0,020;0,025;-0,022;;-0,004;0,018;0,030;0,007;-0,026;0,014;-0,015;-0,023;-0,007;-0,008;0,007;
2024-04-25;;;;;;;;;;;;;;;;;;
2024-04-26;0,001;-0,015;-0,019;0,029;-0,022;;-0,004;0,020;0,035;0,011;-0,025;0,005;-0,015;-0,023;-0,005;-0,006;0,012;
2024-04-29;0,004;-0,014;-0,019;0,030;-0,021;;-0,003;0,022;0,035;0,014;-0,025;0,006;-0,015;-0,022;-0,001;-0,002;0,012;
2024-04-30;0,004;-0,016;-0,019;0,027;-0,022;;-0,005;0,018;0,032;0,011;-0,025;0,015;-0,015;-0,022;-0,001;-0,002;0,007;
2024-05-02;0,004;-0,019;-0,019;0,026;-0,020;;-0,006;0,016;0,032;0,014;-0,025;0,019;-0,015;-0,022;-0,006;-0,007;0,006;
2024-05-03;0,004;-0,018;-0,019;0,027;-0,019;;-0,007;0,016;0,033;0,017;-0,024;;-0,015;-0,019;-0,003;-0,003;0,008;
2024-05-06;;;;;;;;;;;;;;;;;;
2024-05-07;0,008;-0,010;-0,018;0,033;-0,018;;-0,003;0,021;0,039;0,022;-0,022;0,017;-0,014;-0,017;0,007;0,006;0,013;
2024-05-08;0,010;-0,006;-0,018;0,035;-0,018;;0,000;0,023;0,042;0,024;-0,022;0,010;-0,014;-0,018;0,007;0,006;0,016;
2024-05-10;0,011;-0,003;-0,018;0,037;-0,019;;0,002;0,027;0,044;0,027;-0,022;0,009;-0,014;-0,018;0,013;0,013;0,018;
2024-05-13;0,013;-0,002;-0,018;0,036;-0,019;;0,002;0,027;0,043;0,026;-0,022;0,007;-0,014;-0,017;0,013;0,013;0,017;
2024-05-14;0,014;0,000;-0,018;0,038;-0,019;;0,002;0,028;0,045;0,028;-0,022;0,007;-0,014;-0,018;0,016;0,016;0,019;
2024-05-15;0,012;-0,000;-0,018;0,038;-0,017;;-0,001;0,028;0,046;0,031;-0,021;0,007;-0,014;-0,016;0,016;0,018;0,020;
2024-05-16;0,016;-0,001;-0,017;0,038;-0,017;;-0,000;0,027;0,045;0,030;-0,021;0,008;-0,014;-0,016;0,014;0,016;0,019;
2024-05-17;0,017;-0,001;-0,017;0,039;-0,018;;-0,001;0,028;0,045;0,029;-0,021;0,009;-0,014;-0,017;0,013;0,015;0,019;
2024-05-20;0,017;-0,001;-0,017;0,039;-0,018;;-0,002;0,028;0,045;0,030;-0,021;0,010;-0,014;-0,017;0,018;0,020;0,019;
2024-05-21;0,014;-0,001;-0,017;0,039;-0,018;;-0,003;0,027;0,045;0,028;-0,021;0,009;-0,014;-0,016;0,018;0,019;0,020;
2024-05-22;0,017;-0,002;-0,017;0,039;-0,018;;-0,001;0,028;0,046;0,033;-0,021;0,006;-0,014;-0,017;0,019;0,020;0,020;
2024-05-23;0,016;-0,002;-0,017;0,036;-0,019;;-0,005;0,025;0,043;0,030;-0,022;0,008;-0,014;-0,019;0,019;0,020;0,017;
2024-05-24;0,010;-0,005;-0,016;0,035;-0,019;;-0,007;0,025;0,042;0,031;-0,022;0,003;-0,013;-0,019;0,016;0,018;0,017;
2024-05-27;0,012;-0,005;-0,016;;;;;;;;-0,021;0,006;-0,013;-0,017;0,017;0,019;;
2024-05-28;;;;;;;;;;;;;;;;;;
2024-05-29;0,006;-0,011;-0,016;0,030;-0,020;;-0,016;0,020;0,038;0,024;-0,021;0,002;-0,013;-0,019;0,008;0,011;0,013;
2024-05-30;-0,002;-0,010;-0,016;0,026;-0,020;;-0,015;0,020;0,034;0,021;-0,022;-0,001;-0,013;-0,019;0,010;0,013;0,008;
2024-05-31;-0,009;-0,011;-0,016;0,026;-0,019;;-0,013;0,020;0,035;0,019;-0,021;0,001;-0,013;-0,019;0,012;0,015;0,008;
2024-06-03;;;;;;;;;;;;;;;;;;
2024-06-04;-0,010;-0,013;-0,016;0,024;-0,017;;-0,015;0,014;0,033;0,014;-0,020;0,008;-0,013;-0,015;0,010;0,012;0,007;
2024-06-05;-0,006;-0,011;-0,016;0,027;-0,016;;-0,015;0,015;0,036;0,019;-0,020;-0,003;-0,013;-0,015;0,013;0,016;0,011;
2024-06-07;0,003;-0,007;-0,015;0,031;-0,018;;-0,012;0,016;0,039;0,019;-0,020;0,001;-0,013;-0,017;0,013;0,016;0,014;
2024-06-10;0,001;-0,012;-0,015;0,030;-0,019;;-0,014;0,016;0,039;0,021;-0,020;0,004;-0,013;-0,017;0,010;0,013;0,014;
2024-06-11;-0,001;-0,016;-0,015;0,030;-0,018;;-0,015;0,013;0,038;0,020;-0,020;0,002;-0,013;-0,016;0,009;0,011;0,016;
2024-06-12;-0,009;-0,015;-0,015;0,025;-0,016;;-0,023;0,008;0,034;0,016;-0,019;-0,006;-0,013;-0,013;0,017;0,019;0,011;
2024-06-13;0,001;-0,017;-0,015;0,031;-0,016;;-0,018;0,013;0,040;0,019;-0,019;-0,006;-0,012;-0,013;0,010;0,012;0,018;
2024-06-14;0,005;-0,020;-0,015;0,034;-0,015;;-0,016;0,013;0,042;0,020;-0,018;-0,003;-0,012;-0,011;0,004;0,007;0,022;
2024-06-17;0,003;-0,020;-0,015;0,034;-0,016;;-0,016;0,016;0,043;0,018;-0,018;-0,013;-0,012;-0,012;0,004;0,006;0,025;
2024-06-18;0,003;-0,019;-0,015;0,033;-0,016;;-0,017;0,014;0,042;0,018;-0,018;-0,013;-0,012;-0,011;0,005;0,007;0,023;
2024-06-19;0,007;-0,020;-0,015;;;;;;;;-0,018;-0,012;-0,012;-0,012;0,003;0,005;;
2024-06-20;0,008;-0,016;-0,015;0,033;-0,016;;-0,015;0,013;0,041;0,017;-0,018;-0,013;-0,012;-0,013;0,007;0,010;0,021;
2024-06-24;0,004;-0,016;-0,015;0,032;-0,016;;-0,011;0,014;0,040;0,015;-0,018;-0,013;-0,012;-0,012;0,010;0,012;0,020;
2024-06-25;;;;;;;;;;;;;;;;;;
2024-06-26;0,008;-0,017;-0,015;0,036;-0,016;;-0,012;0,015;0,044;0,014;-0,017;-0,000;-0,012;-0,012;0,005;0,007;0,025;
2024-06-27;0,008;-0,016;-0,015;0,038;-0,016;;-0,011;0,016;0,046;0,018;-0,017;0,000;-0,012;-0,011;0,004;0,006;0,027;
2024-06-28;0,009;-0,017;-0,015;0,037;-0,016;;-0,012;0,017;0,044;0,015;-0,017;0,002;-0,012;-0,011;0,006;0,008;0,025;
2024-07-01;0,012;-0,014;-0,014;0,039;-0,017;;-0,012;0,017;0,046;0,015;-0,017;0,004;-0,012;-0,013;0,009;0,010;0,027;
2024-07-02;0,008;-0,017;-0,014;0,039;-0,017;;-0,013;0,018;0,046;0,012;-0,017;0,009;-0,012;-0,013;0,005;0,007;0,028;
2024-07-03;0,007;-0,017;-0,014;0,036;-0,016;;-0,018;0,014;0,043;0,012;-0,017;0,006;-0,012;-0,013;0,007;0,009;0,024;
2024-07-04;0,014;-0,014;-0,014;;;;;;;;-0,017;0,012;-0,012;-0,013;0,009;0,011;;
2024-07-05;0,014;-0,014;-0,014;0,040;-0,014;;-0,017;0,014;0,047;0,015;-0,017;0,011;-0,011;-0,012;0,007;0,010;0,028;
2024-07-08;0,016;-0,011;-0,014;0,043;-0,014;;-0,014;0,018;0,049;0,018;-0,017;0,011;-0,011;-0,012;0,008;0,011;0,030;
2024-07-09;0,019;-0,014;-0,014;0,043;-0,015;;-0,014;0,018;0,049;0,017;-0,017;0,015;-0,011;-0,012;0,005;0,008;0,031;
2024-07-10;0,018;-0,011;-0,014;0,046;-0,014;;-0,011;0,021;0,053;0,019;-0,016;0,017;-0,011;-0,011;0,007;0,009;0,034;
2024-07-11;0,021;-0,009;-0,014;0,044;-0,013;;-0,010;0,020;0,050;0,024;-0,015;0,025;-0,011;-0,009;0,011;0,014;0,029;
2024-07-12;0,022;-0,002;-0,013;0,048;-0,013;;-0,005;0,025;0,055;0,033;-0,014;0,022;-0,011;-0,008;0,021;0,024;0,034;
2024-07-18;;;;;;;;;;;;;;;;;;
2024-07-19;;;;;;;;;;;;;;;;;;
2024-07-22;0,016;-0,002;-0,013;0,051;-0,013;;0,006;0,032;0,059;0,029;-0,013;0,021;-0,010;-0,007;0,019;0,021;0,039;
2024-07-23;0,019;-0,001;-0,013;0,052;-0,012;;0,006;0,034;0,060;0,030;-0,013;0,025;-0,010;-0,006;0,019;0,021;0,040;
2024-07-24;0,016;-0,003;-0,013;0,044;-0,012;;0,006;0,027;0,053;0,024;-0,013;0,027;-0,010;-0,006;0,015;0,017;0,029;
2024-07-25;0,015;-0,005;-0,013;0,042;-0,012;;0,009;0,026;0,051;0,026;-0,012;0,013;-0,010;-0,006;0,012;0,015;0,028;
2024-07-26;;;;;;;;;;;;;;;;;;
2024-07-29;0,017;-0,002;-0,012;0,048;-0,011;;0,016;0,033;0,056;0,030;-0,012;0,020;-0,010;-0,005;0,015;0,017;0,035;
2024-07-30;0,013;-0,002;-0,012;0,045;-0,010;;0,015;0,031;0,054;0,026;-0,012;0,017;-0,010;-0,005;0,017;0,020;0,031;
2024-07-31;0,015;-0,001;-0,012;0,048;-0,010;;0,013;0,035;0,058;0,031;-0,011;0,032;-0,010;-0,005;0,019;0,021;0,035;
2024-08-01;0,015;-0,009;-0,012;0,041;-0,008;;0,011;0,026;0,050;0,023;-0,011;0,018;-0,010;-0,003;0,010;0,012;0,028;
2024-08-02;-0,000;-0,021;-0,012;0,029;-0,007;;0,005;0,012;0,038;0,010;-0,010;-0,004;-0,010;-0,002;-0,004;-0,002;0,016;
2024-08-05;;;;;;;;;;;;;;;;;;
2024-08-06;-0,014;-0,030;-0,013;0,018;-0,008;;-0,004;0,001;0,028;0,002;-0,010;-0,016;-0,010;-0,002;-0,015;-0,013;0,006;
2024-08-07;-0,009;-0,027;-0,012;0,014;-0,009;;-0,007;-0,004;0,023;-0,001;-0,011;-0,019;-0,010;-0,003;-0,007;-0,004;-0,001;
2024-08-08;-0,008;-0,024;-0,012;0,024;-0,009;;-0,001;0,006;0,033;0,008;-0,011;-0,020;-0,010;-0,003;-0,006;-0,004;0,013;
2024-08-09;-0,001;-0,022;-0,012;0,026;-0,008;;-0,002;0,007;0,034;0,007;-0,010;-0,016;-0,010;-0,003;-0,004;-0,002;0,014;
2024-08-12;0,001;-0,022;-0,012;0,026;-0,008;;-0,003;0,006;0,034;0,006;-0,010;;-0,009;-0,002;-0,004;-0,002;0,014;
2024-08-13;0,002;-0,019;-0,012;0,032;-0,007;;0,001;0,012;0,041;0,012;-0,009;-0,004;-0,009;-0,001;-0,002;-0,000;0,021;
2024-08-14;;;;;;;;;;;;;;;;;;
2024-08-15;0,004;-0,011;-0,012;0,039;-0,008;;0,005;0,020;0,048;0,019;-0,010;-0,003;-0,009;-0,003;0,005;0,007;0,029;
2024-08-16;0,011;-0,009;-0,012;0,042;-0,007;;0,007;0,022;0,050;0,020;-0,009;0,015;-0,009;-0,002;0,007;0,009;0,030;
2024-08-19;0,008;-0,011;-0,011;0,039;-0,007;;0,002;0,019;0,047;0,018;-0,009;0,005;-0,009;-0,002;0,009;0,011;0,027;
2024-08-20;0,005;-0,014;-0,011;0,035;-0,006;;-0,000;0,014;0,044;0,015;-0,009;0,008;-0,009;-0,002;0,007;0,009;0,022;
2024-08-21;0,002;-0,013;-0,011;0,036;-0,006;;0,002;0,016;0,045;0,017;-0,008;0,007;-0,009;-0,001;0,006;0,008;0,024;
2024-08-22;0,003;-0,011;-0,011;0,035;-0,007;;0,002;0,014;0,043;0,015;-0,009;0,007;-0,009;-0,002;0,009;0,011;0,021;
2024-08-27;;;;;;;;;;;;;;;;;;
2024-08-28;-0,001;-0,009;-0,010;0,034;-0,006;;0,005;0,016;0,044;0,017;-0,008;0,012;-0,009;-0,003;0,013;0,016;0,020;
2024-08-29;0,000;-0,004;-0,010;0,037;-0,006;;0,009;0,019;0,047;0,022;-0,008;0,012;-0,008;-0,003;0,017;0,019;0,023;
2024-08-30;0,002;-0,004;-0,010;0,040;-0,006;;0,011;0,022;0,050;0,025;-0,008;0,015;-0,008;-0,003;0,019;0,021;0,026;
2024-09-02;0,002;-0,003;-0,010;;;;;;;;-0,008;0,012;-0,008;-0,004;0,018;0,020;;
2024-09-03;0,002;-0,005;-0,010;0,036;-0,006;;0,013;0,017;0,045;0,019;-0,008;0,021;-0,008;-0,003;0,013;0,014;0,020;
2024-09-04;-0,006;-0,010;-0,010;0,031;-0,005;;0,011;0,013;0,041;0,015;-0,007;0,006;-0,008;-0,002;0,008;0,010;0,016;
2024-10-08;;;;;;;;;;;;;;;;;;
2024-10-09;;;;;;;;;;;;;;;;;;
2024-10-10;;;;;;;;;;;;;;;;;;
2024-10-11;0,037;-0,004;-0,008;0,057;-0,004;;0,015;0,032;0,064;0,040;-0,008;0,009;-0,007;-0,004;0,019;0,020;0,046;
2024-10-14;0,039;-0,001;-0,008;0,061;-0,004;;0,020;0,036;0,069;0,042;-0,007;;-0,007;-0,003;0,021;0,021;0,052;
2024-10-15;0,034;-0,007;-0,007;0,056;-0,003;;0,019;0,033;0,064;0,036;-0,006;0,013;-0,007;-0,002;0,018;0,018;0,046;
2024-10-16;0,035;-0,004;-0,007;0,061;-0,003;;0,024;0,039;0,069;0,040;-0,006;0,010;-0,007;-0,001;0,018;0,018;0,053;
2024-10-17;0,034;-0,000;-0,007;0,063;-0,003;;0,027;0,041;0,071;0,041;-0,006;0,010;-0,007;-0,001;0,018;0,018;0,055;
2024-10-18;0,042;0,003;-0,007;0,066;-0,003;;0,027;0,042;0,073;0,042;-0,005;0,012;-0,006;-0,001;0,020;0,020;0,057;
2024-10-21;0,040;-0,001;-0,007;0,064;-0,004;;0,024;0,039;0,072;0,040;-0,006;0,010;-0,006;-0,003;0,016;0,016;0,057;
2024-10-22;0,038;-0,003;-0,007;0,063;-0,005;;0,021;0,037;0,070;0,037;-0,006;0,003;-0,006;-0,003;0,014;0,014;0,056;
2024-10-23;0,041;-0,003;-0,007;0,062;-0,005;;0,021;0,036;0,068;0,035;-0,006;-0,002;-0,006;-0,003;0,016;0,014;0,054;
2024-10-24;0,036;-0,003;-0,007;0,061;-0,004;;0,021;0,036;0,067;0,036;-0,006;-0,000;-0,006;-0,002;0,013;0,012;0,053;
2024-10-25;0,037;-0,003;-0,007;0,060;-0,005;;0,018;0,034;0,067;0,037;-0,006;-0,004;-0,006;-0,002;0,017;0,016;0,052;
2024-10-28;;;;;;;;;;;;;;;;;;
2024-10-29;0,041;-0,001;-0,007;0,065;-0,005;;0,020;0,040;0,072;0,042;-0,005;0,007;-0,006;-0,002;0,020;0,019;0,058;
2024-10-30;0,038;-0,003;-0,007;0,064;-0,006;;0,020;0,040;0,071;0,041;-0,006;0,012;-0,006;-0,002;0,015;0,014;0,057;
2024-10-31;0,037;-0,007;-0,007;0,058;-0,007;;0,018;0,034;0,065;0,041;-0,006;0,014;-0,006;-0,003;0,010;0,009;0,050;
2024-11-01;0,038;-0,001;-0,007;0,060;-0,007;;0,020;0,036;0,068;0,044;-0,006;0,005;-0,006;-0,003;0,011;0,011;0,052;
2024-11-04;0,040;-0,002;-0,007;0,059;-0,006;;0,019;0,035;0,066;0,047;-0,006;;-0,006;-0,003;0,014;0,013;0,050;
2024-11-05;;;;;;;;;;;;;;;;;;
2024-11-06;0,047;-0,004;-0,006;0,075;-0,006;;0,031;0,056;0,082;0,052;-0,006;0,019;-0,006;-0,004;0,010;0,009;0,072;
2024-11-07;0,043;-0,006;-0,006;0,072;-0,005;;0,027;0,051;0,078;0,045;-0,007;0,020;-0,006;-0,005;0,017;0,016;0,068;
2024-11-08;;;;;;;;;;;;;;;;;;
2024-11-11;0,046;-0,004;-0,006;0,078;-0,004;;0,034;0,058;0,086;0,051;-0,006;0,024;-0,006;-0,003;0,016;0,016;0,077;
2024-11-12;;;;;;;;;;;;;;;;;;
2024-11-13;0,038;-0,011;-0,006;0,078;-0,006;;0,036;0,057;0,086;0,048;-0,006;0,019;-0,006;-0,003;0,004;0,004;0,080;
2024-11-14;0,033;-0,007;-0,006;0,076;-0,005;;0,034;0,055;0,084;0,047;-0,006;0,015;-0,005;-0,002;0,008;0,007;0,077;
2024-11-15;;;;;;;;;;;;;;;;;;
2024-11-18;0,034;-0,010;-0,006;0,073;-0,005;;0,031;0,053;0,080;0,044;-0,006;0,016;-0,005;-0,003;0,001;-0,000;0,073;
2024-11-19;0,037;-0,012;-0,006;0,075;-0,005;;0,030;0,053;0,081;0,044;-0,006;0,022;-0,005;-0,002;-0,002;-0,003;0,074;
2024-11-20;0,040;-0,011;-0,006;0,078;-0,006;;0,035;0,058;0,084;0,048;-0,006;0,019;-0,005;-0,003;-0,004;-0,006;0,078;
2024-11-21;0,037;-0,010;-0,006;0,080;-0,006;;0,038;0,062;0,086;0,050;-0,006;0,019;-0,005;-0,002;-0,002;-0,004;0,081;
2024-11-22;0,038;-0,008;-0,006;0,082;-0,005;;0,042;0,065;0,089;0,053;-0,005;0,020;-0,005;-0,001;0,002;0,001;0,084;
2024-11-25;0,039;-0,006;-0,006;0,082;-0,004;;0,042;0,066;0,089;0,057;-0,004;0,023;-0,005;0,000;0,004;0,003;0,084;
2024-11-26;0,037;-0,008;-0,006;0,083;-0,004;;0,044;0,066;0,090;0,055;-0,004;0,023;-0,005;0,001;0,000;0,000;0,086;
2024-11-27;0,033;-0,009;-0,006;0,078;-0,004;;0,040;0,061;0,086;0,049;-0,004;0,021;-0,005;0,002;0,002;0,001;0,080;
2024-11-28;;;;;;;;;;;;;;;;;;
2024-11-29;0,030;-0,005;-0,005;0,081;-0,002;;0,042;0,064;0,088;0,050;-0,003;0,027;-0,005;0,002;0,006;0,005;0,083;
2024-12-02;0,038;-0,002;-0,005;0,086;-0,002;;0,045;0,069;0,094;0,057;-0,003;0,038;-0,005;0,003;0,011;0,010;0,088;
2024-12-03;0,041;0,001;-0,005;0,087;-0,002;;0,044;0,068;0,094;0,057;-0,003;0,046;-0,005;0,003;0,015;0,013;0,088;
